Asset ID,Asset name,Date,Current filename,Recommended filename,File type,Campaign,Platform,Dimensions,Language,Status,Approval source,Approval evidence,Original source,Destination folder,Usage rights,Rights or consent,Consent status,Notes
AST-040,Annual heart check-ups flyer design,2026-05-20,Annual heart check-ups flyer design.png,2026-05-20_Gore-Hospital_Annual-heart-check-ups-flyer-design_Social-Creative_EN_Social_SIZE-UNKNOWN_SUPERSEDED_v01.png,Social-Creative,Heart_Health_and_Cardiology,Instagram/Facebook/WhatsApp (unverified),UNKNOWN,EN,SUPERSEDED,None found,No explicit approval evidence found,Gore Hospital Comprehensive Project Audit 2026-07-13; File Library reference,99_ARCHIVE/02_Rejected_Assets,UNKNOWN,Not supplied,NOT_DOCUMENTED,"Type/topic: Generated creative / Cardiology. Iteration/decision: Doctor/patient, checklist and early detection. Audit disposition: Legacy logo/phones; source/claim QA. Original bytes are reference-only unless separately mounted."
AST-041,Promoting heart health at Gore Hospital,2026-05-20,Promoting heart health at Gore Hospital.png,2026-05-20_Gore-Hospital_Promoting-heart-health-at-Gore-Hospital_Social-Cover_EN_Social_SIZE-UNKNOWN_ARCHIVED_v01.png,Social-Cover,Heart_Health_and_Cardiology,Instagram/Facebook/WhatsApp (unverified),UNKNOWN,EN,ARCHIVED,None found,No explicit approval evidence found,Gore Hospital Comprehensive Project Audit 2026-07-13; File Library reference,99_ARCHIVE/02_Rejected_Assets,UNKNOWN,Not supplied,NOT_DOCUMENTED,"Type/topic: Generated cover / Cardiology. Iteration/decision: 100,000-beats hook and stethoscope heart. Audit disposition: Logo text typo and old phones; do not publish. Original bytes are reference-only unless separately mounted."
AST-042,Heart health awareness at Gore Hospital,2026-05-20,Heart health awareness at Gore Hospital.png,2026-05-20_Gore-Hospital_Heart-health-awareness-at-Gore-Hospital_Social-Cover_EN_Social_SIZE-UNKNOWN_SUPERSEDED_v01.png,Social-Cover,Heart_Health_and_Cardiology,Instagram/Facebook/WhatsApp (unverified),UNKNOWN,EN,SUPERSEDED,None found,No explicit approval evidence found,Gore Hospital Comprehensive Project Audit 2026-07-13; File Library reference,99_ARCHIVE/02_Rejected_Assets,UNKNOWN,Not supplied,NOT_DOCUMENTED,Type/topic: Generated cover revision / Cardiology. Iteration/decision: Clean gold/black/red variant. Audit disposition: Legacy emblem/contact; source claim. Original bytes are reference-only unless separately mounted.
AST-043,Gore_Hospital_00_Strategic_Research,2026-05-24,Gore_Hospital_00_Strategic_Research.md,2026-05-24_Gore-Hospital_Gore-Hospital-00-Strategic-Research_Source-Document_EN_NA_SIZE-UNKNOWN_RAW_v01.md,Source-Document,Brand_Operations,NA,UNKNOWN,EN,RAW,None found,No explicit approval evidence found,Gore Hospital Comprehensive Project Audit 2026-07-13; File Library reference,00_SOURCES/Original_Uploads,UNKNOWN,Not supplied,NOT_DOCUMENTED,Type/topic: Canonical document / Strategy / Prompt 00. Iteration/decision: Full strategic intelligence. Audit disposition: Current. Original bytes are reference-only unless separately mounted.
AST-044,Gore_Hospital_01_Design_Instructions,2026-05-24,Gore_Hospital_01_Design_Instructions.md,2026-05-24_Gore-Hospital_Gore-Hospital-01-Design-Instructions_Source-Document_EN_NA_SIZE-UNKNOWN_RAW_v01.md,Source-Document,Brand_Operations,NA,UNKNOWN,EN,RAW,None found,No explicit approval evidence found,Gore Hospital Comprehensive Project Audit 2026-07-13; File Library reference,00_SOURCES/Original_Uploads,UNKNOWN,Not supplied,NOT_DOCUMENTED,Type/topic: Canonical document / Brand design / revised Prompt 01. Iteration/decision: Logo-derived visual system. Audit disposition: Current. Original bytes are reference-only unless separately mounted.
AST-045,Gore_Hospital_01_AI_Prompting_Guide,2026-05-24,Gore_Hospital_01_AI_Prompting_Guide.md,2026-05-24_Gore-Hospital_Gore-Hospital-01-AI-Prompting-Guide_Source-Document_EN_NA_SIZE-UNKNOWN_RAW_v01.md,Source-Document,Brand_Operations,NA,UNKNOWN,EN,RAW,None found,No explicit approval evidence found,Gore Hospital Comprehensive Project Audit 2026-07-13; File Library reference,00_SOURCES/Original_Uploads,UNKNOWN,Not supplied,NOT_DOCUMENTED,Type/topic: Canonical document / AI operations / revised Prompt 01. Iteration/decision: Master prompt and QA system. Audit disposition: Current. Original bytes are reference-only unless separately mounted.
AST-046,Pasted markdown.md / Pasted markdown (2),2026-05-24,Pasted markdown.md / Pasted markdown (2).md,2026-05-24_Gore-Hospital_Pasted-markdown-md-Pasted-markdown_Source-Document_EN_NA_SIZE-UNKNOWN_SUPERSEDED_v01.md,Source-Document,Brand_Operations,NA,UNKNOWN,EN,SUPERSEDED,None found,No explicit approval evidence found,Gore Hospital Comprehensive Project Audit 2026-07-13; File Library reference,00_SOURCES/Original_Uploads,UNKNOWN,Not supplied,NOT_DOCUMENTED,Type/topic: Duplicate working exports / SEO baseline. Iteration/decision: Copies of SEO analysis under noncanonical names. Audit disposition: Archive duplicates; canonical is SEO Foundation. Original bytes are reference-only unless separately mounted.
AST-047,Gore_Hospital_02_SEO_Foundation,2026-05-24,Gore_Hospital_02_SEO_Foundation.md,2026-05-24_Gore-Hospital_Gore-Hospital-02-SEO-Foundation_Source-Document_EN_NA_SIZE-UNKNOWN_RAW_v01.md,Source-Document,Brand_Operations,NA,UNKNOWN,EN,RAW,None found,No explicit approval evidence found,Gore Hospital Comprehensive Project Audit 2026-07-13; File Library reference,00_SOURCES/Original_Uploads,UNKNOWN,Not supplied,NOT_DOCUMENTED,Type/topic: Canonical document / SEO and analytics. Iteration/decision: 90-day baseline and action plan. Audit disposition: Current. Original bytes are reference-only unless separately mounted.
AST-048,Pasted markdown.md — GBP Foundation,2026-05-25,Pasted markdown.md — GBP Foundation,2026-05-25_Gore-Hospital_Pasted-markdown-md-GBP-Foundation_Reference-Asset_EN_NA_SIZE-UNKNOWN_DRAFT_v01.md — gbp foundation,Source-Document,GBP_Operations,NA,UNKNOWN,EN,DRAFT,None found,No explicit approval evidence found,Gore Hospital Comprehensive Project Audit 2026-07-13; File Library reference,00_SOURCES/Original_Uploads,UNKNOWN,Not supplied,NOT_DOCUMENTED,"Type/topic: Working document / Local SEO / GBP. Iteration/decision: Categories, services, Q&A, reviews, posts, photo plan. Audit disposition: Promote to canonical after re-auth/update. Original bytes are reference-only unless separately mounted."
AST-049,GMB Post and Image Guidelines,2026-05-28,GMB Post and Image Guidelines.txt,2026-05-28_Gore-Hospital_GMB-Post-and-Image-Guidelines_Reference-Asset_EN_NA_SIZE-UNKNOWN_DRAFT_v01.txt,Source-Document,GBP_Operations,NA,UNKNOWN,EN,RAW,None found,No explicit approval evidence found,Gore Hospital Comprehensive Project Audit 2026-07-13; File Library reference,00_SOURCES/Original_Uploads,UNKNOWN,Not supplied,NOT_DOCUMENTED,Type/topic: Guideline document / GBP publishing safety. Iteration/decision: Global post/image rejection prevention rules. Audit disposition: Current supporting overlay. Original bytes are reference-only unless separately mounted.
AST-050,Gore-linked fertility/age blog HTML draft,2026-06-02,Gore-linked fertility/age blog HTML draft,2026-06-02_Gore-Hospital_Gore-linked-fertility-age-blog-HTML-draft_Reference-Asset_EN_NA_SIZE-UNKNOWN_DRAFT_v01.reference,Reference-Asset,Womens_Health,NA,UNKNOWN,EN,DRAFT,None found,No explicit approval evidence found,Gore Hospital Comprehensive Project Audit 2026-07-13; File Library reference,99_ARCHIVE/02_Rejected_Assets,UNKNOWN,Not supplied,NOT_DOCUMENTED,Type/topic: Website content draft / Women’s health / fertility. Iteration/decision: Complete message/title not available. Audit disposition: Confirm existence and publication before use. Original bytes are reference-only unless separately mounted.
AST-051,Blocked nose and allergy awareness,2026-06-26,Blocked nose and allergy awareness.png,2026-06-26_Gore-Hospital_Blocked-nose-and-allergy-awareness_Social-Creative_EN_Social_SIZE-UNKNOWN_SUPERSEDED_v01.png,Social-Creative,ENT_Allergy_Awareness,Instagram/Facebook/WhatsApp (unverified),UNKNOWN,EN,SUPERSEDED,None found,No explicit approval evidence found,Gore Hospital Comprehensive Project Audit 2026-07-13; File Library reference,99_ARCHIVE/02_Rejected_Assets,UNKNOWN,Not supplied,NOT_DOCUMENTED,Type/topic: Generated creative / ENT / allergy. Iteration/decision: Blocked-nose morning awareness. Audit disposition: Cartoon/legacy brand; rebuild. Original bytes are reference-only unless separately mounted.
AST-052,Allergic rhinitis awareness in bed,2026-06-26,Allergic rhinitis awareness in bed.png,2026-06-26_Gore-Hospital_Allergic-rhinitis-awareness-in-bed_Social-Creative_EN_Social_SIZE-UNKNOWN_SUPERSEDED_v01.png,Social-Creative,ENT_Allergy_Awareness,Instagram/Facebook/WhatsApp (unverified),UNKNOWN,EN,SUPERSEDED,None found,No explicit approval evidence found,Gore Hospital Comprehensive Project Audit 2026-07-13; File Library reference,99_ARCHIVE/02_Rejected_Assets,UNKNOWN,Not supplied,NOT_DOCUMENTED,Type/topic: Generated creative / ENT / allergy. Iteration/decision: Symptoms and morning routine. Audit disposition: 3D cartoon/legacy logo; rebuild. Original bytes are reference-only unless separately mounted.
AST-053,Early signs of arthritis to watch,2026-06-26,Early signs of arthritis to watch.png,2026-06-26_Gore-Hospital_Early-signs-of-arthritis-to-watch_Social-Creative_EN_Social_SIZE-UNKNOWN_DRAFT_v01.png,Social-Creative,Orthopaedic_Joint_Pain,Instagram/Facebook/WhatsApp (unverified),UNKNOWN,EN,DRAFT,None found,No explicit approval evidence found,Gore Hospital Comprehensive Project Audit 2026-07-13; File Library reference,99_ARCHIVE/02_Rejected_Assets,UNKNOWN,Not supplied,NOT_DOCUMENTED,Type/topic: Generated creative / Orthopaedics. Iteration/decision: Early arthritis signs. Audit disposition: Limited metadata; confirm before reuse. Original bytes are reference-only unless separately mounted.
AST-054,Ear pain after cold: what it means,2026-06-26,Ear pain after cold: what it means.png,2026-06-26_Gore-Hospital_Ear-pain-after-cold-what-it-means_Social-Creative_EN_Social_SIZE-UNKNOWN_DRAFT_v01.png,Social-Creative,ENT_Allergy_Awareness,Instagram/Facebook/WhatsApp (unverified),UNKNOWN,EN,DRAFT,None found,No explicit approval evidence found,Gore Hospital Comprehensive Project Audit 2026-07-13; File Library reference,99_ARCHIVE/02_Rejected_Assets,UNKNOWN,Not supplied,NOT_DOCUMENTED,Type/topic: Generated creative / ENT. Iteration/decision: Post-cold ear-pain awareness. Audit disposition: Limited metadata; confirm before reuse. Original bytes are reference-only unless separately mounted.
AST-055,Heart health through daily habits,2026-06-26,Heart health through daily habits.png,2026-06-26_Gore-Hospital_Heart-health-through-daily-habits_Social-Creative_EN_Social_SIZE-UNKNOWN_SUPERSEDED_v01.png,Social-Creative,Heart_Health_and_Cardiology,Instagram/Facebook/WhatsApp (unverified),UNKNOWN,EN,SUPERSEDED,None found,No explicit approval evidence found,Gore Hospital Comprehensive Project Audit 2026-07-13; File Library reference,99_ARCHIVE/02_Rejected_Assets,UNKNOWN,Not supplied,NOT_DOCUMENTED,Type/topic: Generated creative / Cardiology. Iteration/decision: Preventable heart-disease habits. Audit disposition: Legacy logo; source/claim QA. Original bytes are reference-only unless separately mounted.
AST-056,Annual health checkup promotion poster,2026-06-26,Annual health checkup promotion poster.png,2026-06-26_Gore-Hospital_Annual-health-checkup-promotion-poster_Social-Creative_EN_Social_SIZE-UNKNOWN_ARCHIVED_v01.png,Social-Creative,General_Health_Awareness,Instagram/Facebook/WhatsApp (unverified),UNKNOWN,EN,ARCHIVED,None found,No explicit approval evidence found,Gore Hospital Comprehensive Project Audit 2026-07-13; File Library reference,99_ARCHIVE/02_Rejected_Assets,UNKNOWN,Not supplied,NOT_DOCUMENTED,Type/topic: Generated creative / Preventive health. Iteration/decision: Adult annual check-up with CardioGyn co-brand. Audit disposition: Unverified co-brand; cartoon; archive pending approval. Original bytes are reference-only unless separately mounted.
AST-057,Annual health checkup for all ages,2026-06-26,Annual health checkup for all ages.png,2026-06-26_Gore-Hospital_Annual-health-checkup-for-all-ages_Social-Creative_EN_Social_SIZE-UNKNOWN_ARCHIVED_v01.png,Social-Creative,General_Health_Awareness,Instagram/Facebook/WhatsApp (unverified),UNKNOWN,EN,ARCHIVED,None found,No explicit approval evidence found,Gore Hospital Comprehensive Project Audit 2026-07-13; File Library reference,99_ARCHIVE/02_Rejected_Assets,UNKNOWN,Not supplied,NOT_DOCUMENTED,Type/topic: Generated creative / Preventive health. Iteration/decision: Not just for seniors. Audit disposition: Unverified co-brand; cartoon; rebuild. Original bytes are reference-only unless separately mounted.
AST-058,Your health history matters,2026-06-26,Your health history matters.png,2026-06-26_Gore-Hospital_Your-health-history-matters_Social-Creative_EN_Social_SIZE-UNKNOWN_ARCHIVED_v01.png,Social-Creative,Founder_Led_Trust,Instagram/Facebook/WhatsApp (unverified),UNKNOWN,EN,ARCHIVED,None found,No explicit approval evidence found,Gore Hospital Comprehensive Project Audit 2026-07-13; File Library reference,99_ARCHIVE/02_Rejected_Assets,UNKNOWN,Not supplied,NOT_DOCUMENTED,Type/topic: Generated creative / Family physician. Iteration/decision: Long-term tracking and medical history. Audit disposition: Unverified co-brand; cartoon. Original bytes are reference-only unless separately mounted.
AST-059,Breathlessness: Know the causes and risks,2026-06-26,Breathlessness: Know the causes and risks.png,2026-06-26_Gore-Hospital_Breathlessness-Know-the-causes-and-risks_Social-Creative_EN_Social_SIZE-UNKNOWN_SUPERSEDED_v01.png,Social-Creative,Lung_Health_and_Respiratory,Instagram/Facebook/WhatsApp (unverified),UNKNOWN,EN,SUPERSEDED,None found,No explicit approval evidence found,Gore Hospital Comprehensive Project Audit 2026-07-13; File Library reference,99_ARCHIVE/02_Rejected_Assets,UNKNOWN,Not supplied,NOT_DOCUMENTED,Type/topic: Generated creative / Pulmonology/cardiology. Iteration/decision: Asthma/COPD/infection/allergy/heart-related causes. Audit disposition: Legacy logo; distress image; rebuild. Original bytes are reference-only unless separately mounted.
AST-060,Breathlessness: Understand the causes and care,2026-06-26,Breathlessness: Understand the causes and care.png,2026-06-26_Gore-Hospital_Breathlessness-Understand-the-causes-and-care_Social-Creative_EN_Social_SIZE-UNKNOWN_SUPERSEDED_v01.png,Social-Creative,Lung_Health_and_Respiratory,Instagram/Facebook/WhatsApp (unverified),UNKNOWN,EN,SUPERSEDED,None found,No explicit approval evidence found,Gore Hospital Comprehensive Project Audit 2026-07-13; File Library reference,99_ARCHIVE/02_Rejected_Assets,UNKNOWN,Not supplied,NOT_DOCUMENTED,Type/topic: Generated creative / Pulmonology. Iteration/decision: Alternate photorealistic layout. Audit disposition: Legacy logo; current contact missing. Original bytes are reference-only unless separately mounted.
AST-061,Breathlessness: a call to action,2026-06-26,Breathlessness: a call to action.png,2026-06-26_Gore-Hospital_Breathlessness-a-call-to-action_Social-Creative_EN_Social_SIZE-UNKNOWN_DRAFT_v01.png,Social-Creative,Lung_Health_and_Respiratory,Instagram/Facebook/WhatsApp (unverified),UNKNOWN,EN,DRAFT,None found,No explicit approval evidence found,Gore Hospital Comprehensive Project Audit 2026-07-13; File Library reference,99_ARCHIVE/02_Rejected_Assets,UNKNOWN,Not supplied,NOT_DOCUMENTED,Type/topic: Generated creative (limited metadata) / Pulmonology. Iteration/decision: Persistent breathlessness CTA. Audit disposition: Confirm file; rebuild under current brand. Original bytes are reference-only unless separately mounted.
AST-062,Kidney health awareness poster,2026-06-26,Kidney health awareness poster.png,2026-06-26_Gore-Hospital_Kidney-health-awareness-poster_Social-Creative_EN_Social_SIZE-UNKNOWN_DRAFT_v01.png,Social-Creative,Kidney_Health,Instagram/Facebook/WhatsApp (unverified),UNKNOWN,EN,DRAFT,None found,No explicit approval evidence found,Gore Hospital Comprehensive Project Audit 2026-07-13; File Library reference,99_ARCHIVE/02_Rejected_Assets,UNKNOWN,Not supplied,NOT_DOCUMENTED,Type/topic: Generated creative (limited metadata) / Nephrology. Iteration/decision: Kidney risk awareness. Audit disposition: Confirm co-brand/claims. Original bytes are reference-only unless separately mounted.
AST-063,Kidney health awareness: Don’t wait,2026-06-26,Kidney health awareness: Don’t wait.png,2026-06-26_Gore-Hospital_Kidney-health-awareness-Don-t-wait_Social-Creative_EN_Social_SIZE-UNKNOWN_DRAFT_v01.png,Social-Creative,Kidney_Health,Instagram/Facebook/WhatsApp (unverified),UNKNOWN,EN,DRAFT,None found,No explicit approval evidence found,Gore Hospital Comprehensive Project Audit 2026-07-13; File Library reference,99_ARCHIVE/02_Rejected_Assets,UNKNOWN,Not supplied,NOT_DOCUMENTED,Type/topic: Generated creative (limited metadata) / Nephrology. Iteration/decision: Early testing CTA. Audit disposition: Confirm co-brand/claims. Original bytes are reference-only unless separately mounted.
AST-064,Kidney health awareness in clinic setting,2026-06-26,Kidney health awareness in clinic setting.png,2026-06-26_Gore-Hospital_Kidney-health-awareness-in-clinic-setting_Social-Creative_EN_Social_SIZE-UNKNOWN_ARCHIVED_v01.png,Social-Creative,Kidney_Health,Instagram/Facebook/WhatsApp (unverified),UNKNOWN,EN,ARCHIVED,None found,No explicit approval evidence found,Gore Hospital Comprehensive Project Audit 2026-07-13; File Library reference,99_ARCHIVE/02_Rejected_Assets,UNKNOWN,Not supplied,NOT_DOCUMENTED,Type/topic: Generated creative / Nephrology. Iteration/decision: Diabetes/BP can damage kidneys; CardioGyn co-brand. Audit disposition: Unverified co-brand; cartoon. Original bytes are reference-only unless separately mounted.
AST-065,Breathlessness awareness for better health,2026-06-26,Breathlessness awareness for better health.png,2026-06-26_Gore-Hospital_Breathlessness-awareness-for-better-health_Social-Creative_EN_Social_SIZE-UNKNOWN_DRAFT_v01.png,Social-Creative,Lung_Health_and_Respiratory,Instagram/Facebook/WhatsApp (unverified),UNKNOWN,EN,DRAFT,None found,No explicit approval evidence found,Gore Hospital Comprehensive Project Audit 2026-07-13; File Library reference,99_ARCHIVE/02_Rejected_Assets,UNKNOWN,Not supplied,NOT_DOCUMENTED,"Type/topic: Generated creative / Pulmonology. Iteration/decision: Watch-for symptom list. Audit disposition: 3D cartoon, ambiguous ethnicity; rebuild. Original bytes are reference-only unless separately mounted."
AST-066,Foamy urine: a kidney’s warning,2026-06-26,Foamy urine: a kidney’s warning.png,2026-06-26_Gore-Hospital_Foamy-urine-a-kidney-s-warning_Social-Creative_EN_Social_SIZE-UNKNOWN_DRAFT_v01.png,Social-Creative,Kidney_Health,Instagram/Facebook/WhatsApp (unverified),UNKNOWN,EN,DRAFT,None found,No explicit approval evidence found,Gore Hospital Comprehensive Project Audit 2026-07-13; File Library reference,99_ARCHIVE/02_Rejected_Assets,UNKNOWN,Not supplied,NOT_DOCUMENTED,Type/topic: Generated creative / Nephrology. Iteration/decision: Protein-leakage warning with kidney mascot. Audit disposition: Mascot/cartoon and co-brand conflict. Original bytes are reference-only unless separately mounted.
AST-067,Symptoms of breathlessness to watch for,2026-06-26,Symptoms of breathlessness to watch for.png,2026-06-26_Gore-Hospital_Symptoms-of-breathlessness-to-watch-for_Social-Creative_EN_Social_SIZE-UNKNOWN_DRAFT_v01.png,Social-Creative,Lung_Health_and_Respiratory,Instagram/Facebook/WhatsApp (unverified),UNKNOWN,EN,DRAFT,None found,No explicit approval evidence found,Gore Hospital Comprehensive Project Audit 2026-07-13; File Library reference,99_ARCHIVE/02_Rejected_Assets,UNKNOWN,Not supplied,NOT_DOCUMENTED,Type/topic: Generated creative / Pulmonology. Iteration/decision: Condition/symptom infographic. Audit disposition: Contains wording error (“increased stiffness”); cartoon. Original bytes are reference-only unless separately mounted.
AST-068,Asthma control with proper treatment,2026-06-26,Asthma control with proper treatment.png,2026-06-26_Gore-Hospital_Asthma-control-with-proper-treatment_Social-Creative_EN_Social_SIZE-UNKNOWN_DRAFT_v01.png,Social-Creative,Lung_Health_and_Respiratory,Instagram/Facebook/WhatsApp (unverified),UNKNOWN,EN,DRAFT,None found,No explicit approval evidence found,Gore Hospital Comprehensive Project Audit 2026-07-13; File Library reference,99_ARCHIVE/02_Rejected_Assets,UNKNOWN,Not supplied,NOT_DOCUMENTED,Type/topic: Generated creative (limited metadata) / Pulmonology. Iteration/decision: Inhaler and control message. Audit disposition: Confirm exact asset; clinical review. Original bytes are reference-only unless separately mounted.
AST-069,Managing asthma with proper treatment,2026-06-26,Managing asthma with proper treatment.png,2026-06-26_Gore-Hospital_Managing-asthma-with-proper-treatment_Social-Creative_EN_Social_SIZE-UNKNOWN_DRAFT_v01.png,Social-Creative,Lung_Health_and_Respiratory,Instagram/Facebook/WhatsApp (unverified),UNKNOWN,EN,DRAFT,None found,No explicit approval evidence found,Gore Hospital Comprehensive Project Audit 2026-07-13; File Library reference,99_ARCHIVE/02_Rejected_Assets,UNKNOWN,Not supplied,NOT_DOCUMENTED,Type/topic: Generated creative (limited metadata) / Pulmonology. Iteration/decision: Alternate asthma treatment variant. Audit disposition: Confirm exact asset; clinical review. Original bytes are reference-only unless separately mounted.
AST-070,Asthma management with proper care,2026-06-26,Asthma management with proper care.png,2026-06-26_Gore-Hospital_Asthma-management-with-proper-care_Social-Creative_EN_Social_SIZE-UNKNOWN_SUPERSEDED_v01.png,Social-Creative,Lung_Health_and_Respiratory,Instagram/Facebook/WhatsApp (unverified),UNKNOWN,EN,SUPERSEDED,None found,No explicit approval evidence found,Gore Hospital Comprehensive Project Audit 2026-07-13; File Library reference,99_ARCHIVE/02_Rejected_Assets,UNKNOWN,Not supplied,NOT_DOCUMENTED,Type/topic: Generated creative / Pulmonology. Iteration/decision: Inhaler safety and benefits. Audit disposition: 3D cartoon/legacy logo; rebuild. Original bytes are reference-only unless separately mounted.
AST-071,Get your cough checked today,2026-06-26,Get your cough checked today.png,2026-06-26_Gore-Hospital_Get-your-cough-checked-today_Social-Creative_EN_Social_SIZE-UNKNOWN_DRAFT_v01.png,Social-Creative,Lung_Health_and_Respiratory,Instagram/Facebook/WhatsApp (unverified),UNKNOWN,EN,DRAFT,None found,No explicit approval evidence found,Gore Hospital Comprehensive Project Audit 2026-07-13; File Library reference,99_ARCHIVE/02_Rejected_Assets,UNKNOWN,Not supplied,NOT_DOCUMENTED,Type/topic: Generated creative / Pulmonology. Iteration/decision: Cough >2–3 weeks and causes. Audit disposition: 3D cartoon; source/clinical QA. Original bytes are reference-only unless separately mounted.
AST-072,Swelling in feet: kidney warning,2026-06-26,Swelling in feet: kidney warning.png,2026-06-26_Gore-Hospital_Swelling-in-feet-kidney-warning_Social-Creative_EN_Social_SIZE-UNKNOWN_DRAFT_v01.png,Social-Creative,Kidney_Health,Instagram/Facebook/WhatsApp (unverified),UNKNOWN,EN,DRAFT,None found,No explicit approval evidence found,Gore Hospital Comprehensive Project Audit 2026-07-13; File Library reference,99_ARCHIVE/02_Rejected_Assets,UNKNOWN,Not supplied,NOT_DOCUMENTED,Type/topic: Generated creative / Nephrology. Iteration/decision: Swelling as warning sign with kidney mascot. Audit disposition: Cartoon/co-brand; rebuild. Original bytes are reference-only unless separately mounted.
AST-073,Smoking and COPD: early signs to watch,2026-06-26,Smoking and COPD: early signs to watch.png,2026-06-26_Gore-Hospital_Smoking-and-COPD-early-signs-to-watch_Social-Creative_EN_Social_SIZE-UNKNOWN_DRAFT_v01.png,Social-Creative,Lung_Health_and_Respiratory,Instagram/Facebook/WhatsApp (unverified),UNKNOWN,EN,DRAFT,None found,No explicit approval evidence found,Gore Hospital Comprehensive Project Audit 2026-07-13; File Library reference,99_ARCHIVE/02_Rejected_Assets,UNKNOWN,Not supplied,NOT_DOCUMENTED,Type/topic: Generated creative / Pulmonology. Iteration/decision: Smoking/COPD link and symptoms. Audit disposition: Distress image; source/clinical QA. Original bytes are reference-only unless separately mounted.
AST-074,Air pollution and lung health awareness,2026-06-26,Air pollution and lung health awareness.png,2026-06-26_Gore-Hospital_Air-pollution-and-lung-health-awareness_Social-Creative_EN_Social_SIZE-UNKNOWN_DRAFT_v01.png,Social-Creative,Lung_Health_and_Respiratory,Instagram/Facebook/WhatsApp (unverified),UNKNOWN,EN,DRAFT,None found,No explicit approval evidence found,Gore Hospital Comprehensive Project Audit 2026-07-13; File Library reference,99_ARCHIVE/02_Rejected_Assets,UNKNOWN,Not supplied,NOT_DOCUMENTED,Type/topic: Generated creative / Pulmonology/public health. Iteration/decision: Pollution impact and protection tips. Audit disposition: 3D/ambiguous character; rebuild. Original bytes are reference-only unless separately mounted.
AST-075,Air pollution and lung health infographic,2026-06-26,Air pollution and lung health infographic.png,2026-06-26_Gore-Hospital_Air-pollution-and-lung-health-infographic_Creative-Revision_EN_Social_SIZE-UNKNOWN_DRAFT_v01.png,Creative-Revision,Lung_Health_and_Respiratory,Instagram/Facebook/WhatsApp (unverified),UNKNOWN,EN,DRAFT,None found,No explicit approval evidence found,Gore Hospital Comprehensive Project Audit 2026-07-13; File Library reference,99_ARCHIVE/02_Rejected_Assets,UNKNOWN,Not supplied,NOT_DOCUMENTED,Type/topic: Generated creative revision / Pulmonology/public health. Iteration/decision: Common effects and protection grid. Audit disposition: Current concept useful; brand/visual reset needed. Original bytes are reference-only unless separately mounted.
AST-076,Kidney stones: symptoms and education,2026-06-26,Kidney stones: symptoms and education.png,2026-06-26_Gore-Hospital_Kidney-stones-symptoms-and-education_Social-Creative_EN_Social_SIZE-UNKNOWN_DRAFT_v01.png,Social-Creative,Kidney_Health,Instagram/Facebook/WhatsApp (unverified),UNKNOWN,EN,DRAFT,None found,No explicit approval evidence found,Gore Hospital Comprehensive Project Audit 2026-07-13; File Library reference,99_ARCHIVE/02_Rejected_Assets,UNKNOWN,Not supplied,NOT_DOCUMENTED,Type/topic: Generated creative / Nephrology/urology. Iteration/decision: Symptoms and kidney mascot. Audit disposition: Cartoon/co-brand; rebuild. Original bytes are reference-only unless separately mounted.
AST-077,Pollution and its effects on health,2026-06-26,Pollution and its effects on health.png,2026-06-26_Gore-Hospital_Pollution-and-its-effects-on-health_Social-Creative_EN_Social_SIZE-UNKNOWN_DRAFT_v01.png,Social-Creative,Lung_Health_and_Respiratory,Instagram/Facebook/WhatsApp (unverified),UNKNOWN,EN,DRAFT,None found,No explicit approval evidence found,Gore Hospital Comprehensive Project Audit 2026-07-13; File Library reference,99_ARCHIVE/02_Rejected_Assets,UNKNOWN,Not supplied,NOT_DOCUMENTED,Type/topic: Generated creative / Pulmonology/public health. Iteration/decision: Allergy/asthma/breathing problems. Audit disposition: 3D character; brand reset. Original bytes are reference-only unless separately mounted.
AST-078,Lung health awareness day poster,2026-06-29,Lung health awareness day poster.png,2026-06-29_Gore-Hospital_Lung-health-awareness-day-poster_Social-Creative_EN_Social_SIZE-UNKNOWN_DRAFT_v01.png,Social-Creative,Lung_Health_and_Respiratory,Instagram/Facebook/WhatsApp (unverified),UNKNOWN,EN,DRAFT,None found,No explicit approval evidence found,Gore Hospital Comprehensive Project Audit 2026-07-13; File Library reference,99_ARCHIVE/02_Rejected_Assets,UNKNOWN,Not supplied,NOT_DOCUMENTED,Type/topic: Generated creative (limited metadata) / Awareness day. Iteration/decision: Lung-health occasion content. Audit disposition: Confirm event/date and asset before reuse. Original bytes are reference-only unless separately mounted.
AST-079,Lung cancer awareness day poster,2026-06-29,Lung cancer awareness day poster.png,2026-06-29_Gore-Hospital_Lung-cancer-awareness-day-poster_Social-Creative_EN_Social_SIZE-UNKNOWN_DRAFT_v01.png,Social-Creative,Lung_Health_and_Respiratory,Instagram/Facebook/WhatsApp (unverified),UNKNOWN,EN,DRAFT,None found,No explicit approval evidence found,Gore Hospital Comprehensive Project Audit 2026-07-13; File Library reference,99_ARCHIVE/02_Rejected_Assets,UNKNOWN,Not supplied,NOT_DOCUMENTED,Type/topic: Generated creative (limited metadata) / Oncology/lung health. Iteration/decision: Awareness-day asset. Audit disposition: Clinical/compliance review required. Original bytes are reference-only unless separately mounted.
