Content ID,Title,Topic,Content type,Language,Platform,Campaign,Status,Approval source,Published date,Original source,Destination folder,Notes
CNT-115,Community first-aid recap,Community first-aid recap,Video Concept,English; Marathi/Hindi,Reels/Shorts/YouTube,Doctor-Led Family Hospital,UNUSED,None recovered,,SRC-002,03_CONTENT/07_Reel_And_Video_Concepts,"Existing program is cited publicly, but no current event assets recovered."
CNT-116,Golden-hour stroke explainer,Golden-hour stroke explainer,Video Concept,English; Marathi/Hindi,Reels/Shorts/YouTube,24×7 Emergency and Local Visibility,UNUSED,None recovered,,SRC-002,03_CONTENT/07_Reel_And_Video_Concepts,Clinical approval required.
CNT-117,"NRS Wellness — Stress, Weight and Mind–Body","Stress, sleep, burnout and weight",Carousel,English,Instagram/Facebook,"NRS Wellness — Stress, Weight and Mind-Body",DRAFT,None recovered,,SRC-012/SRC-014,03_CONTENT/05_Carousel_Content/2026-05-20_NRS-Hospital_Stress-Weight-Mind-Body_Carousel-English-Instagram_DRAFT_v01.md,Full recoverable seven-slide draft; high-risk claims/service/doctor/phone.
CNT-118,Obesity — A Guide to Understanding Risks,Obesity awareness and risks,Carousel,English,Instagram/Facebook,Obesity Awareness and Consultation,DRAFT,None recovered,,SRC-015,03_CONTENT/05_Carousel_Content/2026-05-20_NRS-Hospital_Obesity-Risks_Carousel-English-Instagram_DRAFT_v01.md,Ten-slide draft; final slide exact copy not recoverable; medical/NAP review required.
CNT-119,NRS Hospital Nine-Tile Medical Awareness Board,Medical awareness and occasions,Static Post Collection,English; Marathi,Instagram/Facebook,Medical Awareness and Occasions,DRAFT,None recovered,,SRC-013,03_CONTENT/06_Static_Post_Content/2026-05-20_NRS-Hospital_Nine-Tile-Medical-Awareness_Static-Posts-Mixed-Social_DRAFT_v01.md,Nine draft post concepts; mixed themes and legacy NAP.
CNT-120,Health Consultation Promotional Creative,General health consultation,Static Ad,English,Social/Ad,Health Consultation,DRAFT,None recovered,,SRC-016,03_CONTENT/06_Static_Post_Content/2026-07-02_NRS-Hospital_Health-Consultation_Static-Ad-English-Social_DRAFT_v01.md,Phone/email/tagline/model-rights conflicts.
CNT-121,Extracted Copy and Caption Library,Recovered copy blocks,Caption/Copy Reference,English; Marathi snippets,Multi-channel,,DRAFT_REFERENCE,None recovered,,SRC-002/SRC-006/SRC-012/SRC-013/SRC-016,03_CONTENT/02_Captions/Extracted_Copy_And_Caption_Library.md,No approved complete social caption recovered.
CNT-122,"Hook, Headline and CTA Library","Hooks, headlines and calls to action",Copy Reference,English,Multi-channel,,DRAFT_REFERENCE,None recovered,,SRC-002/SRC-004/SRC-012/SRC-013/SRC-016,03_CONTENT/04_Hooks_And_Headlines/Hook_Headline_CTA_Library.md,Includes risk flags and banned CTAs.
CNT-123,Ad Angles and Copy,Meta/Google ad angles,Ad Copy Reference,English; Marathi/Hindi variants planned,Meta/Google,,DRAFT_REFERENCE,None recovered,,SRC-002/SRC-016,03_CONTENT/08_Ad_Copy/Ad_Angles_And_Copy.md,No live ad or approved platform copy set.
CNT-124,Draft 90-Day Content Framework,Content planning,Content Calendar,English,Multi-channel,,DRAFT,None recovered,,Current handover,03_CONTENT/09_Content_Calendar/Draft_90_Day_Content_Framework.md,Not approved or scheduled.
