Content ID,Title,Topic,Content type,Language,Platform,Campaign,Status,Approval source,Published date,Original source,Destination folder,Notes
IDEA-063,What are the hospital's working hours?,What are the hospital's working hours?,Idea — GMB FAQ / website FAQ,English,GMB FAQ / website FAQ,GMB FAQ System,NEEDS_REVIEW,None unless noted in source,,GMB Foundation v1.0,03_CONTENT/03_Content_Ideas/CONTENT_IDEA_REGISTER.csv,Do not synthetically seed from personal accounts. Several draft answers contain unverified claims.
IDEA-064,Does Prime Speciality Hospital have ICU facilities?,Does Prime Speciality Hospital have ICU facilities?,Idea — GMB FAQ / website FAQ,English,GMB FAQ / website FAQ,GMB FAQ System,NEEDS_REVIEW,None unless noted in source,,GMB Foundation v1.0,03_CONTENT/03_Content_Ideas/CONTENT_IDEA_REGISTER.csv,Do not synthetically seed from personal accounts. Several draft answers contain unverified claims.
IDEA-065,What types of hernia does Dr. Bhalerao treat?,What types of hernia does Dr. Bhalerao treat?,Idea — GMB FAQ / website FAQ,English,GMB FAQ / website FAQ,GMB FAQ System,NEEDS_REVIEW,None unless noted in source,,GMB Foundation v1.0,03_CONTENT/03_Content_Ideas/CONTENT_IDEA_REGISTER.csv,Do not synthetically seed from personal accounts. Several draft answers contain unverified claims.
IDEA-066,Is laser piles surgery covered by insurance?,Is laser piles surgery covered by insurance?,Idea — GMB FAQ / website FAQ,English,GMB FAQ / website FAQ,GMB FAQ System,NEEDS_REVIEW,None unless noted in source,,GMB Foundation v1.0,03_CONTENT/03_Content_Ideas/CONTENT_IDEA_REGISTER.csv,Do not synthetically seed from personal accounts. Several draft answers contain unverified claims.
IDEA-067,How long does hernia surgery recovery take?,How long does hernia surgery recovery take?,Idea — GMB FAQ / website FAQ,English,GMB FAQ / website FAQ,GMB FAQ System,NEEDS_REVIEW,None unless noted in source,,GMB Foundation v1.0,03_CONTENT/03_Content_Ideas/CONTENT_IDEA_REGISTER.csv,Do not synthetically seed from personal accounts. Several draft answers contain unverified claims.
IDEA-068,Can I send my reports on WhatsApp before the consultation?,Can I send my reports on WhatsApp before the consultation?,Idea — GMB FAQ / website FAQ,English,GMB FAQ / website FAQ,GMB FAQ System,NEEDS_REVIEW,None unless noted in source,,GMB Foundation v1.0,03_CONTENT/03_Content_Ideas/CONTENT_IDEA_REGISTER.csv,Do not synthetically seed from personal accounts. Several draft answers contain unverified claims.
IDEA-069,Does Prime Speciality Hospital offer endoscopy?,Does Prime Speciality Hospital offer endoscopy?,Idea — GMB FAQ / website FAQ,English,GMB FAQ / website FAQ,GMB FAQ System,NEEDS_REVIEW,None unless noted in source,,GMB Foundation v1.0,03_CONTENT/03_Content_Ideas/CONTENT_IDEA_REGISTER.csv,Do not synthetically seed from personal accounts. Several draft answers contain unverified claims.
IDEA-070,What Are Piles?,What Are Piles?,Idea — Static post,English / Marathi / Hindi as appropriate,Static post,Piles Education,DRAFT,None unless noted in source,,Conversation reconstruction,03_CONTENT/03_Content_Ideas/CONTENT_IDEA_REGISTER.csv,Final image/publication not recovered.
IDEA-071,Piles vs Fissure comparison,Piles vs Fissure comparison,Idea — Carousel,English / Marathi / Hindi as appropriate,Carousel,Piles vs Fissure Education,DRAFT,None unless noted in source,,Conversation reconstruction,03_CONTENT/03_Content_Ideas/CONTENT_IDEA_REGISTER.csv,Related 55-second reel; prevalence statistic needs a source.
IDEA-072,Piles vs Fissure vertical storyboard,Piles vs Fissure vertical storyboard,Idea — Story / reel,English / Marathi / Hindi as appropriate,Story / reel,Piles vs Fissure Education,DRAFT,None unless noted in source,,Conversation reconstruction,03_CONTENT/03_Content_Ideas/CONTENT_IDEA_REGISTER.csv,Exact middle script unavailable.
IDEA-073,Piles awareness image batch,Piles awareness image batch,Idea — Static post series,English / Marathi / Hindi as appropriate,Static post series,Piles Education,DRAFT,None unless noted in source,,Conversation reconstruction,03_CONTENT/03_Content_Ideas/CONTENT_IDEA_REGISTER.csv,"Treat as a concept family, not three approved assets."
IDEA-074,Laser piles consultation promotion,Laser piles consultation promotion,Idea — Static ad / appointment post,English / Marathi / Hindi as appropriate,Static ad / appointment post,Laser Piles Consultation,DRAFT,None unless noted in source,,Conversation reconstruction,03_CONTENT/03_Content_Ideas/CONTENT_IDEA_REGISTER.csv,Publication status unknown.
IDEA-075,Advanced surgical care close to home,Advanced surgical care close to home,Idea — Promo video,English / Marathi / Hindi as appropriate,Promo video,Advanced Surgical Care,USED,None unless noted in source,2026-06-23,Publicly matched June reel,03_CONTENT/03_Content_Ideas/CONTENT_IDEA_REGISTER.csv,LIVE; exact full caption and URL not recovered.
IDEA-076,Endoscopy safety FAQ Q5,Endoscopy safety FAQ Q5,Idea — Static FAQ post,English / Marathi / Hindi as appropriate,Static FAQ post,Endoscopy Education,DRAFT,None unless noted in source,,File Library image metadata/OCR,03_CONTENT/03_Content_Ideas/CONTENT_IDEA_REGISTER.csv,Image shows both phone numbers; correct before reuse.
IDEA-077,October multi-service reels and YouTube plan,October multi-service reels and YouTube plan,Idea — Content series / video concepts,English / Marathi / Hindi as appropriate,Content series / video concepts,Legacy October Content Plan,NEEDS_REVIEW,None unless noted in source,,Conversation reconstruction,03_CONTENT/03_Content_Ideas/CONTENT_IDEA_REGISTER.csv,Broader service scope partly conflicts with current focused positioning.
IDEA-078,15-post educational/informational calendar,15-post educational/informational calendar,Idea — Content calendar / mixed formats,English / Marathi / Hindi as appropriate,Content calendar / mixed formats,Legacy October Educational Calendar,NEEDS_REVIEW,None unless noted in source,,Conversation reconstruction,03_CONTENT/03_Content_Ideas/CONTENT_IDEA_REGISTER.csv,Full posts unavailable.
IDEA-079,June advanced-surgical-care flyer,June advanced-surgical-care flyer,Idea — Flyer / WhatsApp / story,English / Marathi / Hindi as appropriate,Flyer / WhatsApp / story,June Flyer,DRAFT,None unless noted in source,,File Library production chain,03_CONTENT/03_Content_Ideas/CONTENT_IDEA_REGISTER.csv,"Final-looking export exists; approval, rights and claims unresolved."
IDEA-080,Transparent surgical decision series,Transparent surgical decision series,Idea — Campaign concept,English / Marathi / Hindi as appropriate,Campaign concept,Transparent Care Campaign,UNUSED,None unless noted in source,,Master Brand Brain + SEO/GMB strategy,03_CONTENT/03_Content_Ideas/CONTENT_IDEA_REGISTER.csv,Requires finance/clinical evidence register.
IDEA-081,The doctor who consults you,The doctor who consults you,Idea — Campaign concept / ad angle,English / Marathi / Hindi as appropriate,Campaign concept / ad angle,Doctor Continuity Campaign,UNUSED,None unless noted in source,,Master Brand Brain / GMB Foundation,03_CONTENT/03_Content_Ideas/CONTENT_IDEA_REGISTER.csv,Operational promise requires written confirmation.
GMB-001,Service: Laser Piles (Standard),Laser Piles (Standard),GMB post draft,English,Google Business Profile,GMB 90-Day Plan,DRAFT,None,,GMB Foundation v1.0,04_GMB/03_GMB_Post_Copy/2026-05-20_Prime-Service-Laser-Piles-Standard_GMB-Post_English_DRAFT_v01.md,"Procedure time, local anaesthesia, no cuts/no stitches, recovery, cost, insurance and 4-hour response require approval."
GMB-002,Educational: Is Piles Surgery Painful?,Is Piles Surgery Painful?,GMB post draft,English,Google Business Profile,GMB 90-Day Plan,DRAFT,None,,GMB Foundation v1.0,04_GMB/03_GMB_Post_Copy/2026-05-20_Prime-Educational-Is-Piles-Surgery-Painful_GMB-Post_English_DRAFT_v01.md,"Pain comparison, discomfort duration, pain-relief advice and recovery timeline require clinical review."
GMB-003,Service: Laparoscopic Hernia Surgery,Laparoscopic Hernia Surgery,GMB post draft,English,Google Business Profile,GMB 90-Day Plan,DRAFT,None,,GMB Foundation v1.0,04_GMB/03_GMB_Post_Copy/2026-05-20_Prime-Service-Laparoscopic-Hernia-Surgery_GMB-Post_English_DRAFT_v01.md,"Emergency language, incision count, discharge, return-to-work, procedure volume, cost and insurance require approval."
GMB-004,Educational: Same Surgeon Who Consults Also Operates,Same Surgeon Who Consults Also Operates,GMB post draft,English,Google Business Profile,GMB 90-Day Plan,DRAFT,None,,GMB Foundation v1.0,04_GMB/03_GMB_Post_Copy/2026-05-20_Prime-Educational-Same-Surgeon-Who-Consults-Also-Operates_GMB-Post_English_DRAFT_v01.md,Same-surgeon promise and canonical WhatsApp number require operational approval.
GMB-005,Service: Gallbladder Surgery,Gallbladder Surgery,GMB post draft,English,Google Business Profile,GMB 90-Day Plan,DRAFT,None,,GMB Foundation v1.0,04_GMB/03_GMB_Post_Copy/2026-05-20_Prime-Service-Gallbladder-Surgery_GMB-Post_English_DRAFT_v01.md,"Procedure time, hospital stay, diet/recovery, report-review SLA, cost and insurance require approval."
GMB-006,Educational: Hernia FAQ,Hernia FAQ,GMB post draft,English,Google Business Profile,GMB 90-Day Plan,DRAFT,None,,GMB Foundation v1.0,04_GMB/03_GMB_Post_Copy/2026-05-20_Prime-Educational-Hernia-FAQ_GMB-Post_English_DRAFT_v01.md,"Hernia natural history, strangulation framing and recovery timeline require clinical review."
GMB-007,Awareness: World Hernia Day (April 25),World Hernia Day (April 25),GMB post draft,English,Google Business Profile,GMB 90-Day Plan,DRAFT,None,,GMB Foundation v1.0,04_GMB/03_GMB_Post_Copy/2026-05-20_Prime-Awareness-World-Hernia-Day-April-25_GMB-Post_English_DRAFT_v01.md,World Hernia Day date/content should be reverified; discharge/recovery claims require approval.
GMB-008,Service: Laser Fissure/Fistula,Laser Fissure/Fistula,GMB post draft,English,Google Business Profile,GMB 90-Day Plan,DRAFT,None,,GMB Foundation v1.0,04_GMB/03_GMB_Post_Copy/2026-05-20_Prime-Service-Laser-FissureFistula_GMB-Post_English_DRAFT_v01.md,"Laser technique, procedure time, pain/recovery and hundreds-treated claim require approval."
GMB-009,Trust: Transparent Pricing,Transparent Pricing,GMB post draft,English,Google Business Profile,GMB 90-Day Plan,DRAFT,None,,GMB Foundation v1.0,04_GMB/03_GMB_Post_Copy/2026-05-20_Prime-Trust-Transparent-Pricing_GMB-Post_English_DRAFT_v01.md,"Every price, no-surprise-bill and insurance statement requires finance/operations approval."
GMB-010,Educational: Day-Care Surgery Explained,Day-Care Surgery Explained,GMB post draft,English,Google Business Profile,GMB 90-Day Plan,DRAFT,None,,GMB Foundation v1.0,04_GMB/03_GMB_Post_Copy/2026-05-20_Prime-Educational-Day-Care-Surgery-Explained_GMB-Post_English_DRAFT_v01.md,"Eligibility, discharge and causal claims require clinical review."
GMB-011,Local Proof,Local Proof,GMB post draft,English,Google Business Profile,GMB 90-Day Plan,DRAFT,None,,GMB Foundation v1.0,04_GMB/03_GMB_Post_Copy/2026-05-20_Prime-Local-Proof_GMB-Post_English_DRAFT_v01.md,Review count/rating must be refreshed; names/quotes require consent/policy review; phone conflict unresolved.
GMB-012,Educational: Appendix Surgery,Appendix Surgery,GMB post draft,English,Google Business Profile,GMB 90-Day Plan,DRAFT,None,,GMB Foundation v1.0,04_GMB/03_GMB_Post_Copy/2026-05-20_Prime-Educational-Appendix-Surgery_GMB-Post_English_DRAFT_v01.md,"Emergency symptom guidance, incision count, discharge/recovery and operating-hours statement require review."
FAQ-001,Does the same doctor who consults also perform the surgery?,FAQ,FAQ draft,English,Website / Google Business Profile,GMB FAQ System,NEEDS_REVIEW,None,,"GMB Foundation v1.0, May 2026",04_GMB/07_QA_Content/GMB_QA_DRAFTS.md,operational promise
FAQ-002,Can I go home the same day after laser piles surgery?,FAQ,FAQ draft,English,Website / Google Business Profile,GMB FAQ System,NEEDS_REVIEW,None,,"GMB Foundation v1.0, May 2026",04_GMB/07_QA_Content/GMB_QA_DRAFTS.md,"clinical eligibility, procedure-time claim"
FAQ-003,Can I go home the same day after hernia surgery?,FAQ,FAQ draft,English,Website / Google Business Profile,GMB FAQ System,NEEDS_REVIEW,None,,"GMB Foundation v1.0, May 2026",04_GMB/07_QA_Content/GMB_QA_DRAFTS.md,clinical eligibility
FAQ-004,Do you accept cashless insurance?,FAQ,FAQ draft,English,Website / Google Business Profile,GMB FAQ System,NEEDS_REVIEW,None,,"GMB Foundation v1.0, May 2026",04_GMB/07_QA_Content/GMB_QA_DRAFTS.md,insurance verification
FAQ-005,What is the cost of laser piles surgery at Prime Speciality Hospital?,FAQ,FAQ draft,English,Website / Google Business Profile,GMB FAQ System,NEEDS_REVIEW,None,,"GMB Foundation v1.0, May 2026",04_GMB/07_QA_Content/GMB_QA_DRAFTS.md,price verification
FAQ-006,What is the cost of laparoscopic hernia surgery?,FAQ,FAQ draft,English,Website / Google Business Profile,GMB FAQ System,NEEDS_REVIEW,None,,"GMB Foundation v1.0, May 2026",04_GMB/07_QA_Content/GMB_QA_DRAFTS.md,"insurance verification, price verification"
FAQ-007,How do I book an appointment with Dr. Pankaj Bhalerao?,FAQ,FAQ draft,English,Website / Google Business Profile,GMB FAQ System,NEEDS_REVIEW,None,,"GMB Foundation v1.0, May 2026",04_GMB/07_QA_Content/GMB_QA_DRAFTS.md,"response SLA, hours/NAP"
FAQ-008,Where exactly is Prime Speciality Hospital located?,FAQ,FAQ draft,English,Website / Google Business Profile,GMB FAQ System,NEEDS_REVIEW,None,,"GMB Foundation v1.0, May 2026",04_GMB/07_QA_Content/GMB_QA_DRAFTS.md,General fact/NAP review
FAQ-009,What are the hospital's working hours?,FAQ,FAQ draft,English,Website / Google Business Profile,GMB FAQ System,NEEDS_REVIEW,None,,"GMB Foundation v1.0, May 2026",04_GMB/07_QA_Content/GMB_QA_DRAFTS.md,hours/NAP
FAQ-010,Does Prime Speciality Hospital have ICU facilities?,FAQ,FAQ draft,English,Website / Google Business Profile,GMB FAQ System,NEEDS_REVIEW,None,,"GMB Foundation v1.0, May 2026",04_GMB/07_QA_Content/GMB_QA_DRAFTS.md,facility verification
FAQ-011,What types of hernia does Dr. Bhalerao treat?,FAQ,FAQ draft,English,Website / Google Business Profile,GMB FAQ System,NEEDS_REVIEW,None,,"GMB Foundation v1.0, May 2026",04_GMB/07_QA_Content/GMB_QA_DRAFTS.md,scope/clinical verification
FAQ-012,Is laser piles surgery covered by insurance?,FAQ,FAQ draft,English,Website / Google Business Profile,GMB FAQ System,NEEDS_REVIEW,None,,"GMB Foundation v1.0, May 2026",04_GMB/07_QA_Content/GMB_QA_DRAFTS.md,insurance verification
FAQ-013,How long does hernia surgery recovery take?,FAQ,FAQ draft,English,Website / Google Business Profile,GMB FAQ System,NEEDS_REVIEW,None,,"GMB Foundation v1.0, May 2026",04_GMB/07_QA_Content/GMB_QA_DRAFTS.md,recovery claim
FAQ-014,Can I send my reports on WhatsApp before the consultation?,FAQ,FAQ draft,English,Website / Google Business Profile,GMB FAQ System,NEEDS_REVIEW,None,,"GMB Foundation v1.0, May 2026",04_GMB/07_QA_Content/GMB_QA_DRAFTS.md,General fact/NAP review
FAQ-015,Does Prime Speciality Hospital offer endoscopy?,FAQ,FAQ draft,English,Website / Google Business Profile,GMB FAQ System,NEEDS_REVIEW,None,,"GMB Foundation v1.0, May 2026",04_GMB/07_QA_Content/GMB_QA_DRAFTS.md,service-scope verification
CNT-001,What Are Piles? static brief,Piles,Static creative brief,English,Instagram,Piles Education,DRAFT,None,,Conversation reconstruction,03_CONTENT/06_Static_Post_Content/2026-05-21_Prime-What-Are-Piles_Static-Brief_English_DRAFT_v01.md,Final image/publication unavailable.
CNT-002,Piles vs Fissure carousel/storyboard,Piles vs fissure,Carousel/storyboard,English,Instagram,Piles vs Fissure Education,DRAFT,None,,Conversation reconstruction,03_CONTENT/05_Carousel_Content/2026-05-25_Prime-Piles-Vs-Fissure_Carousel-Storyboard_English_DRAFT_v01.md,Exact middle copy unavailable; statistic needs review.
CNT-003,First-month doctor-led reel topics,Surgical education,Video concept list,Multilingual,Instagram,Instagram Doctor Authority,DRAFT,None,,Competitive & Instagram Audit,03_CONTENT/07_Reel_And_Video_Concepts/FIRST_MONTH_12_DOCTOR_LED_REEL_TOPICS.md,12 topics.
CNT-004,Ad copy and angle register,Surgical campaigns,Ad copy reference,English,Meta / Instagram / landing pages,Multiple,DRAFT,None,,Brand/SEO/GMB synthesis,03_CONTENT/08_Ad_Copy/AD_COPY_AND_ANGLE_REGISTER.md,No paid publication/performance evidence.
CNT-005,SEO three-month calendar,SEO content,Content calendar,English,Website/blog,SEO Website Remediation,DRAFT,None,,SEO Foundation v2.0,03_CONTENT/09_Content_Calendar/2026-05-to-08_SEO_Three-Month-Calendar_DRAFT.md,Dates need reset.
CNT-006,Instagram weekly rhythm,Social content,Publishing rhythm,Multilingual,Instagram,Instagram Doctor Authority,DRAFT,None,,Competitive & Instagram Audit,03_CONTENT/09_Content_Calendar/INSTAGRAM_WEEKLY_PUBLISHING_RHYTHM.md,Measure business actions.
CNT-007,Published content register,All,Publication register,English,Multiple,Multiple,ACTIVE REGISTER,N/A,,Handover synthesis,03_CONTENT/10_Published_Content/PUBLISHED_CONTENT_REGISTER.md,One confirmed live reel.
