Idea ID,Topic,Content type,Content pillar,Target audience,Hook,Core message,Suggested CTA,Language,Campaign,Status,Original source,Date,Duplicate or related idea,Notes
IDEA-103,Medical awareness and occasions,Campaign,Community/occasions,Wakad families,Useful health education around local occasions.,"Nurses Day, Mother’s Day, heat, breathlessness, Sambhaji Maharaj Jayanti and night-shift themes.",Save / Share,English; Marathi,Medical Awareness and Occasions,USED,SRC-013,2026-05-20,,Mixed board; not one approved live campaign.
IDEA-104,24×7 emergency and local visibility,Campaign,Emergency/local SEO,Urgent local searchers,"When your family needs a hospital in Wakad, we are here 24×7.","Map Pack, emergency page, call/directions and service updates.",Call / Get Directions,English; Marathi/Hindi,24×7 Emergency and Local Visibility,UNUSED,SRC-002/SRC-006,2026-05-26,,Strategic concept; exact service scope and NAP pending.
IDEA-105,Doctor-led family hospital,Campaign,Brand positioning,Family decision-makers,Same doctor. Every visit. Your whole family.,"Physician continuity, family memory, proximity and transparency.",Book / Talk to Team,English; Marathi/Hindi,Doctor-Led Family Hospital,UNUSED,SRC-002/SRC-004,2026-05-26,,Strategic positioning; client approval not documented.
IDEA-106,Monsoon health PCMC,Campaign,Seasonal/local,Wakad/PCMC families,Pune monsoon health guide.,"Dengue, viral fever, child health, stomach infections and senior care.",Save / Download,English; Marathi/Hindi,Monsoon Health PCMC,UNUSED,SRC-002,2026-05-26,,Seasonal concept; current epidemiology must be sourced at publication time.
IDEA-107,Cashless and insurance clarity,Campaign,Insurance/process,Insured families and IT professionals,Know your cashless options before admission.,"Verified panel list, pre-authorisation and practical admission guidance.",View Network / Contact Desk,English,Cashless and Insurance Clarity,UNUSED,SRC-002/SRC-006,2026-05-26,,Blocked until current documents supplied.
IDEA-108,Review growth and GBP trust,Campaign,Reputation/local,Past patients and local searchers,Help local families find reliable care information.,"Ethical review requests, responses, photos, Q&A and GBP activity.",Leave a Review / Learn More,English; Marathi/Hindi,Review Growth and GBP Trust,UNUSED,SRC-002/SRC-009,2026-05-18,,No review SOP implementation or result proof recovered.
IDEA-109,A day in the NRS ICU,Video Concept,Behind the scenes,Families/caregivers,A day inside critical care — without showing patients.,"Roles, handovers, monitoring and family communication.",Watch / Read More,English; Marathi/Hindi,24×7 Emergency and Local Visibility,UNUSED,SRC-002,2026-05-26,,"Requires facility permission, privacy plan and clinical review."
IDEA-110,Equipment walkthrough,Video Concept,Facility trust,IT professionals/families,What this equipment helps the team monitor.,"Plain-language, no hype; only verified equipment.",Watch,English,24×7 Emergency and Local Visibility,UNUSED,SRC-002,2026-05-26,,No facility footage recovered.
IDEA-111,Meet the nurse,Video Concept,Team trust,Families,Meet the people who keep care moving.,Profile nurses/staff with consent and verified role.,Meet the Team,English; Marathi,Doctor-Led Family Hospital,UNUSED,SRC-002,2026-05-26,,No roster or consent recovered.
IDEA-112,Sunday live Q&A,Video Concept,Doctor-led education,Families,Ask a physician: Sunday Q&A.,"Pre-screened questions, general education, no personal diagnosis.",Submit Question,English; Marathi/Hindi,Doctor-Led Family Hospital,UNUSED,SRC-002,2026-05-26,,No schedule/doctor approval recovered.
IDEA-113,Doctor monthly column reel,Video Concept,Authority,Adults/families,"One practical health question, answered in 60 seconds.",Condition awareness with disclaimer and clinician-approved script.,Save / Follow,English; Marathi/Hindi,Doctor-Led Family Hospital,UNUSED,SRC-002,2026-05-26,,No scripts or video outputs recovered.
IDEA-114,Dr. Survase founder journey,Video Concept,Founder story,Local families,Why Dr. Survase chose neighbourhood care.,"Training, work and NRS story after verification.",Watch Story,English; Marathi,Doctor-Led Family Hospital,UNUSED,SRC-002,2026-05-26,,Founder status/timeline and brand-face willingness pending.
IDEA-115,Community first-aid recap,Video Concept,Community,Local societies/IT teams,What Wakad families learned in today’s first-aid session.,"Event recap, demonstrations and practical reminders.",Join Next Session,English; Marathi/Hindi,Doctor-Led Family Hospital,UNUSED,SRC-002,2026-05-26,,"Existing program is cited publicly, but no current event assets recovered."
IDEA-116,Golden-hour stroke explainer,Video Concept,Emergency education,Families/caregivers,Recognise stroke in 60 seconds.,FAST signs and urgent action; no recovery guarantee.,Save / Call in Emergency,English; Marathi/Hindi,24×7 Emergency and Local Visibility,UNUSED,SRC-002,2026-05-26,,Clinical approval required.
